"Tendências","Volume de pesquisa","Iniciado","Finalizada","Detalhamento da tendência","Acesse a página ""Explorar"""
"الأرجنتين ضد سويسرا","500+","11 de julho de 2026 às 21:50:00 UTC-3","11 de julho de 2026 às 22:20:00 UTC-3","الأرجنتين ضد سويسرا","./explore?q=%D8%A7%D9%84%D8%A3%D8%B1%D8%AC%D9%86%D8%AA%D9%8A%D9%86%20%D8%B6%D8%AF%20%D8%B3%D9%88%D9%8A%D8%B3%D8%B1%D8%A7&geo=US"
"talbi","500+","9 de julho de 2026 às 18:20:00 UTC-3","9 de julho de 2026 às 19:20:00 UTC-3","talbi","./explore?q=talbi&geo=US"
"cricinfo","1 mil+","9 de julho de 2026 às 14:00:00 UTC-3","9 de julho de 2026 às 17:20:00 UTC-3","cricinfo","./explore?q=cricinfo&geo=US"
"john f kennedy","200+","10 de julho de 2026 às 23:10:00 UTC-3","11 de julho de 2026 às 00:10:00 UTC-3","john f kennedy","./explore?q=john%20f%20kennedy&geo=US"
"stomach virus going around","200+","10 de julho de 2026 às 08:30:00 UTC-3","10 de julho de 2026 às 10:00:00 UTC-3","stomach virus going around","./explore?q=stomach%20virus%20going%20around&geo=US"
"evergy power outage","200+","9 de julho de 2026 às 08:10:00 UTC-3","9 de julho de 2026 às 09:40:00 UTC-3","evergy power outage","./explore?q=evergy%20power%20outage&geo=US"
"ben affleck","500+","9 de julho de 2026 às 22:20:00 UTC-3","10 de julho de 2026 às 02:20:00 UTC-3","ben affleck","./explore?q=ben%20affleck&geo=US"
"austin wells","200+","11 de julho de 2026 às 00:50:00 UTC-3","11 de julho de 2026 às 01:50:00 UTC-3","austin wells","./explore?q=austin%20wells&geo=US"
"illinois lottery","1 mil+","12 de julho de 2026 às 08:40:00 UTC-3","12 de julho de 2026 às 09:00:00 UTC-3","illinois lottery","./explore?q=illinois%20lottery&geo=US"
"ukraine news","200+","11 de julho de 2026 às 08:20:00 UTC-3","11 de julho de 2026 às 09:30:00 UTC-3","ukraine news","./explore?q=ukraine%20news&geo=US"
"semaglutide","500+","8 de julho de 2026 às 11:40:00 UTC-3","8 de julho de 2026 às 13:20:00 UTC-3","semaglutide","./explore?q=semaglutide&geo=US"
"حمد بن خليفة","200+","12 de julho de 2026 às 02:50:00 UTC-3","12 de julho de 2026 às 03:30:00 UTC-3","حمد بن خليفة","./explore?q=%D8%AD%D9%85%D8%AF%20%D8%A8%D9%86%20%D8%AE%D9%84%D9%8A%D9%81%D8%A9&geo=US"
"hormel foods","200+","9 de julho de 2026 às 07:30:00 UTC-3","9 de julho de 2026 às 09:30:00 UTC-3","hormel foods","./explore?q=hormel%20foods&geo=US"
"abigail thorn","200+","11 de julho de 2026 às 10:40:00 UTC-3","11 de julho de 2026 às 11:40:00 UTC-3","abigail thorn","./explore?q=abigail%20thorn&geo=US"
"nueva york","500+","7 de julho de 2026 às 18:20:00 UTC-3","7 de julho de 2026 às 20:20:00 UTC-3","nueva york","./explore?q=nueva%20york&geo=US"
"koa peat","200+","11 de julho de 2026 às 02:00:00 UTC-3","11 de julho de 2026 às 03:10:00 UTC-3","koa peat","./explore?q=koa%20peat&geo=US"
"apocalypse marvel","500+","7 de julho de 2026 às 16:10:00 UTC-3","7 de julho de 2026 às 17:20:00 UTC-3","apocalypse marvel","./explore?q=apocalypse%20marvel&geo=US"
"taylor dearden","500+","8 de julho de 2026 às 14:20:00 UTC-3","8 de julho de 2026 às 15:30:00 UTC-3","taylor dearden","./explore?q=taylor%20dearden&geo=US"
"taylor jenkins reid","200+","12 de julho de 2026 às 10:30:00 UTC-3","12 de julho de 2026 às 11:10:00 UTC-3","taylor jenkins reid","./explore?q=taylor%20jenkins%20reid&geo=US"
"pep stock","500+","9 de julho de 2026 às 08:20:00 UTC-3","9 de julho de 2026 às 12:00:00 UTC-3","pep stock","./explore?q=pep%20stock&geo=US"
"msi finals","200+","12 de julho de 2026 às 04:00:00 UTC-3","12 de julho de 2026 às 04:40:00 UTC-3","msi finals,hle vs blg","./explore?q=msi%20finals&geo=US"
"best movies on streaming","100+","12 de julho de 2026 às 06:00:00 UTC-3","12 de julho de 2026 às 07:00:00 UTC-3","best movies on streaming","./explore?q=best%20movies%20on%20streaming&geo=US"
"dodger game","500+","9 de julho de 2026 às 01:20:00 UTC-3","9 de julho de 2026 às 02:20:00 UTC-3","dodger game","./explore?q=dodger%20game&geo=US"
"ximena herrera","500+","8 de julho de 2026 às 23:50:00 UTC-3","9 de julho de 2026 às 01:00:00 UTC-3","ximena herrera","./explore?q=ximena%20herrera&geo=US"
"louisa gag","500+","9 de julho de 2026 às 19:30:00 UTC-3","10 de julho de 2026 às 08:10:00 UTC-3","louisa gag","./explore?q=louisa%20gag&geo=US"
"meghan markle","500+","9 de julho de 2026 às 17:10:00 UTC-3","10 de julho de 2026 às 00:20:00 UTC-3","meghan markle","./explore?q=meghan%20markle&geo=US"
"jackson holliday","500+","8 de julho de 2026 às 21:10:00 UTC-3","8 de julho de 2026 às 23:20:00 UTC-3","jackson holliday","./explore?q=jackson%20holliday&geo=US"
"michael lorenzen","500+","7 de julho de 2026 às 23:50:00 UTC-3","8 de julho de 2026 às 01:10:00 UTC-3","michael lorenzen","./explore?q=michael%20lorenzen&geo=US"
"argonauts vs blue bombers","200+","10 de julho de 2026 às 21:40:00 UTC-3","10 de julho de 2026 às 22:30:00 UTC-3","argonauts vs blue bombers","./explore?q=argonauts%20vs%20blue%20bombers&geo=US"
"argentina jersey","500+","7 de julho de 2026 às 15:10:00 UTC-3","7 de julho de 2026 às 16:10:00 UTC-3","argentina jersey","./explore?q=argentina%20jersey&geo=US"
"sal frelick","200+","11 de julho de 2026 às 15:00:00 UTC-3","11 de julho de 2026 às 15:40:00 UTC-3","sal frelick","./explore?q=sal%20frelick&geo=US"
"türkiye","200+","11 de julho de 2026 às 11:40:00 UTC-3","11 de julho de 2026 às 12:20:00 UTC-3","türkiye","./explore?q=t%C3%BCrkiye&geo=US"
"will riley","200+","9 de julho de 2026 às 23:50:00 UTC-3","10 de julho de 2026 às 01:00:00 UTC-3","will riley","./explore?q=will%20riley&geo=US"
"kyle cooke","500+","9 de julho de 2026 às 12:50:00 UTC-3","9 de julho de 2026 às 13:50:00 UTC-3","kyle cooke","./explore?q=kyle%20cooke&geo=US"
"arby's","1 mil+","7 de julho de 2026 às 20:10:00 UTC-3","7 de julho de 2026 às 21:30:00 UTC-3","arby's","./explore?q=arby%27s&geo=US"
"morez johnson jr","200+","9 de julho de 2026 às 22:00:00 UTC-3","9 de julho de 2026 às 23:10:00 UTC-3","morez johnson jr","./explore?q=morez%20johnson%20jr&geo=US"
"albania","500+","8 de julho de 2026 às 20:50:00 UTC-3","8 de julho de 2026 às 22:00:00 UTC-3","albania","./explore?q=albania&geo=US"
"who plays tomorrow in the world cup","1 mil+","7 de julho de 2026 às 20:10:00 UTC-3","7 de julho de 2026 às 21:00:00 UTC-3","who plays tomorrow in the world cup,world cup matches tomorrow","./explore?q=who%20plays%20tomorrow%20in%20the%20world%20cup&geo=US"
"rachel garcia","200+","12 de julho de 2026 às 18:10:00 UTC-3","12 de julho de 2026 às 18:30:00 UTC-3","rachel garcia","./explore?q=rachel%20garcia&geo=US"
"nick aldis","200+","10 de julho de 2026 às 23:20:00 UTC-3","11 de julho de 2026 às 00:00:00 UTC-3","nick aldis","./explore?q=nick%20aldis&geo=US"
"new orleans weather","200+","11 de julho de 2026 às 15:30:00 UTC-3","11 de julho de 2026 às 16:10:00 UTC-3","new orleans weather","./explore?q=new%20orleans%20weather&geo=US"
"housing market","1 mil+","11 de julho de 2026 às 04:50:00 UTC-3","11 de julho de 2026 às 06:00:00 UTC-3","housing market,real estate market","./explore?q=housing%20market&geo=US"
"charlie hall","500+","7 de julho de 2026 às 11:30:00 UTC-3","7 de julho de 2026 às 12:30:00 UTC-3","charlie hall","./explore?q=charlie%20hall&geo=US"
"kiwi","200+","11 de julho de 2026 às 05:50:00 UTC-3","11 de julho de 2026 às 07:10:00 UTC-3","kiwi","./explore?q=kiwi&geo=US"
"fb","1 mil+","9 de julho de 2026 às 06:40:00 UTC-3","9 de julho de 2026 às 17:10:00 UTC-3","fb,data center","./explore?q=fb&geo=US"
"tommy troy","200+","9 de julho de 2026 às 01:20:00 UTC-3","9 de julho de 2026 às 02:30:00 UTC-3","tommy troy","./explore?q=tommy%20troy&geo=US"
"denver weather","200+","10 de julho de 2026 às 20:40:00 UTC-3","10 de julho de 2026 às 21:20:00 UTC-3","denver weather","./explore?q=denver%20weather&geo=US"
"fernando mendoza nil pay cut","500+","8 de julho de 2026 às 18:30:00 UTC-3","8 de julho de 2026 às 19:50:00 UTC-3","fernando mendoza nil pay cut","./explore?q=fernando%20mendoza%20nil%20pay%20cut&geo=US"
"reds game","500+","9 de julho de 2026 às 22:00:00 UTC-3","9 de julho de 2026 às 23:00:00 UTC-3","reds game","./explore?q=reds%20game&geo=US"
"omaha weather","500+","8 de julho de 2026 às 23:20:00 UTC-3","9 de julho de 2026 às 00:30:00 UTC-3","omaha weather","./explore?q=omaha%20weather&geo=US"
"luis suarez colombia","1 mil+","7 de julho de 2026 às 19:10:00 UTC-3","7 de julho de 2026 às 19:50:00 UTC-3","luis suarez colombia","./explore?q=luis%20suarez%20colombia&geo=US"
"truc tiep bong da","500+","9 de julho de 2026 às 17:00:00 UTC-3","9 de julho de 2026 às 17:50:00 UTC-3","truc tiep bong da,pháp đấu với maroc","./explore?q=truc%20tiep%20bong%20da&geo=US"
"mara brock akil","200+","9 de julho de 2026 às 08:40:00 UTC-3","9 de julho de 2026 às 09:40:00 UTC-3","mara brock akil","./explore?q=mara%20brock%20akil&geo=US"
"letexier referee","500+","7 de julho de 2026 às 15:00:00 UTC-3","7 de julho de 2026 às 16:10:00 UTC-3","letexier referee","./explore?q=letexier%20referee&geo=US"
"colt keith","200+","10 de julho de 2026 às 22:20:00 UTC-3","10 de julho de 2026 às 23:00:00 UTC-3","colt keith","./explore?q=colt%20keith&geo=US"
"ariana arseneault","500+","8 de julho de 2026 às 14:20:00 UTC-3","8 de julho de 2026 às 15:20:00 UTC-3","ariana arseneault","./explore?q=ariana%20arseneault&geo=US"
"andrew benintendi","200+","10 de julho de 2026 às 23:30:00 UTC-3","11 de julho de 2026 às 00:20:00 UTC-3","andrew benintendi","./explore?q=andrew%20benintendi&geo=US"
"man city players","200+","11 de julho de 2026 às 20:50:00 UTC-3","11 de julho de 2026 às 21:20:00 UTC-3","man city players","./explore?q=man%20city%20players&geo=US"
"sophia bush","500+","7 de julho de 2026 às 20:50:00 UTC-3","7 de julho de 2026 às 22:00:00 UTC-3","sophia bush","./explore?q=sophia%20bush&geo=US"
"apple","1 mil+","7 de julho de 2026 às 06:20:00 UTC-3","7 de julho de 2026 às 07:10:00 UTC-3","apple","./explore?q=apple&geo=US"
"يلا كورة","500+","9 de julho de 2026 às 17:30:00 UTC-3","9 de julho de 2026 às 18:30:00 UTC-3","يلا كورة","./explore?q=%D9%8A%D9%84%D8%A7%20%D9%83%D9%88%D8%B1%D8%A9&geo=US"
"jo adell","500+","8 de julho de 2026 às 23:50:00 UTC-3","9 de julho de 2026 às 01:00:00 UTC-3","jo adell","./explore?q=jo%20adell&geo=US"
"benjamin ayers","500+","9 de julho de 2026 às 11:20:00 UTC-3","9 de julho de 2026 às 12:40:00 UTC-3","benjamin ayers","./explore?q=benjamin%20ayers&geo=US"
"federal bureau of prisons","200+","9 de julho de 2026 às 12:10:00 UTC-3","9 de julho de 2026 às 13:20:00 UTC-3","federal bureau of prisons","./explore?q=federal%20bureau%20of%20prisons&geo=US"
"rayan cherki","500+","9 de julho de 2026 às 18:50:00 UTC-3","9 de julho de 2026 às 19:40:00 UTC-3","rayan cherki","./explore?q=rayan%20cherki&geo=US"
"rowing blazers seiko","500+","9 de julho de 2026 às 12:00:00 UTC-3","9 de julho de 2026 às 13:00:00 UTC-3","rowing blazers seiko,seiko rowing blazers","./explore?q=rowing%20blazers%20seiko&geo=US"
"aviso de calor","200+","9 de julho de 2026 às 06:50:00 UTC-3","9 de julho de 2026 às 09:00:00 UTC-3","aviso de calor","./explore?q=aviso%20de%20calor&geo=US"
"royce keys","200+","10 de julho de 2026 às 22:10:00 UTC-3","10 de julho de 2026 às 22:50:00 UTC-3","royce keys","./explore?q=royce%20keys&geo=US"
"pool","500+","7 de julho de 2026 às 04:20:00 UTC-3","7 de julho de 2026 às 05:20:00 UTC-3","pool","./explore?q=pool&geo=US"
"djokovic wife","200+","10 de julho de 2026 às 13:20:00 UTC-3","10 de julho de 2026 às 14:20:00 UTC-3","djokovic wife","./explore?q=djokovic%20wife&geo=US"
"leonardo dicaprio","500+","9 de julho de 2026 às 05:20:00 UTC-3","9 de julho de 2026 às 06:20:00 UTC-3","leonardo dicaprio","./explore?q=leonardo%20dicaprio&geo=US"
"hoosier lottery","200+","12 de julho de 2026 às 09:10:00 UTC-3","12 de julho de 2026 às 09:40:00 UTC-3","hoosier lottery","./explore?q=hoosier%20lottery&geo=US"
"benjamin netanyahu","200+","11 de julho de 2026 às 02:20:00 UTC-3","11 de julho de 2026 às 03:30:00 UTC-3","benjamin netanyahu","./explore?q=benjamin%20netanyahu&geo=US"
"the bold and the beautiful","200+","10 de julho de 2026 às 15:00:00 UTC-3","10 de julho de 2026 às 15:50:00 UTC-3","the bold and the beautiful","./explore?q=the%20bold%20and%20the%20beautiful&geo=US"
"jiri lehecka","500+","7 de julho de 2026 às 12:50:00 UTC-3","7 de julho de 2026 às 14:10:00 UTC-3","jiri lehecka,alexander zverev","./explore?q=jiri%20lehecka&geo=US"
"evan phillips","500+","8 de julho de 2026 às 01:20:00 UTC-3","8 de julho de 2026 às 02:30:00 UTC-3","evan phillips","./explore?q=evan%20phillips&geo=US"
"rittman ohio shooting","200+","7 de julho de 2026 às 07:50:00 UTC-3","7 de julho de 2026 às 09:30:00 UTC-3","rittman ohio shooting","./explore?q=rittman%20ohio%20shooting&geo=US"
"julie laplaca","200+","8 de julho de 2026 às 08:00:00 UTC-3","8 de julho de 2026 às 09:50:00 UTC-3","julie laplaca","./explore?q=julie%20laplaca&geo=US"
"earthquake kona","200+","10 de julho de 2026 às 03:30:00 UTC-3","10 de julho de 2026 às 04:30:00 UTC-3","earthquake kona","./explore?q=earthquake%20kona&geo=US"
"zyon pullin","200+","9 de julho de 2026 às 18:40:00 UTC-3","9 de julho de 2026 às 19:40:00 UTC-3","zyon pullin","./explore?q=zyon%20pullin&geo=US"
"carla leite","200+","10 de julho de 2026 às 01:10:00 UTC-3","10 de julho de 2026 às 02:10:00 UTC-3","carla leite","./explore?q=carla%20leite&geo=US"
"zack short","200+","10 de julho de 2026 às 22:00:00 UTC-3","10 de julho de 2026 às 22:50:00 UTC-3","zack short","./explore?q=zack%20short&geo=US"
"la liga","200+","10 de julho de 2026 às 16:40:00 UTC-3","10 de julho de 2026 às 17:20:00 UTC-3","la liga","./explore?q=la%20liga&geo=US"
"flight status","200+","10 de julho de 2026 às 04:00:00 UTC-3","10 de julho de 2026 às 05:50:00 UTC-3","flight status","./explore?q=flight%20status&geo=US"
"kamala harris","200+","11 de julho de 2026 às 00:00:00 UTC-3","11 de julho de 2026 às 00:50:00 UTC-3","kamala harris","./explore?q=kamala%20harris&geo=US"
"marsha blackburn","200+","10 de julho de 2026 às 22:40:00 UTC-3","10 de julho de 2026 às 23:20:00 UTC-3","marsha blackburn","./explore?q=marsha%20blackburn&geo=US"
"taylor rabe","200+","11 de julho de 2026 às 17:30:00 UTC-3","11 de julho de 2026 às 18:00:00 UTC-3","taylor rabe","./explore?q=taylor%20rabe&geo=US"
"jack radel","200+","11 de julho de 2026 às 17:30:00 UTC-3","11 de julho de 2026 às 18:00:00 UTC-3","jack radel","./explore?q=jack%20radel&geo=US"
"tây ban nha đấu với bỉ","200+","10 de julho de 2026 às 15:50:00 UTC-3","10 de julho de 2026 às 16:30:00 UTC-3","tây ban nha đấu với bỉ","./explore?q=t%C3%A2y%20ban%20nha%20%C4%91%E1%BA%A5u%20v%E1%BB%9Bi%20b%E1%BB%89&geo=US"
"louisiana lottery","200+","9 de julho de 2026 às 08:00:00 UTC-3","9 de julho de 2026 às 09:20:00 UTC-3","louisiana lottery","./explore?q=louisiana%20lottery&geo=US"
"what is new on netflix","200+","10 de julho de 2026 às 05:30:00 UTC-3","10 de julho de 2026 às 08:20:00 UTC-3","what is new on netflix,best movies on netflix","./explore?q=what%20is%20new%20on%20netflix&geo=US"
"justin jefferson","500+","12 de julho de 2026 às 00:00:00 UTC-3","12 de julho de 2026 às 00:20:00 UTC-3","justin jefferson","./explore?q=justin%20jefferson&geo=US"
"mn state fair new foods 2026","500+","9 de julho de 2026 às 09:30:00 UTC-3","9 de julho de 2026 às 12:00:00 UTC-3","mn state fair new foods 2026","./explore?q=mn%20state%20fair%20new%20foods%202026&geo=US"
"weather boston","200+","7 de julho de 2026 às 07:50:00 UTC-3","7 de julho de 2026 às 09:40:00 UTC-3","weather boston","./explore?q=weather%20boston&geo=US"
"marcus sasser","500+","8 de julho de 2026 às 00:20:00 UTC-3","8 de julho de 2026 às 01:30:00 UTC-3","marcus sasser","./explore?q=marcus%20sasser&geo=US"
"ben malgeri","500+","7 de julho de 2026 às 22:00:00 UTC-3","7 de julho de 2026 às 23:00:00 UTC-3","ben malgeri","./explore?q=ben%20malgeri&geo=US"
"gasket","100+","12 de julho de 2026 às 04:10:00 UTC-3","12 de julho de 2026 às 04:50:00 UTC-3","gasket","./explore?q=gasket&geo=US"
"edgardo henriquez","200+","11 de julho de 2026 às 01:10:00 UTC-3","11 de julho de 2026 às 01:50:00 UTC-3","edgardo henriquez","./explore?q=edgardo%20henriquez&geo=US"
"hm","500+","7 de julho de 2026 às 03:50:00 UTC-3","7 de julho de 2026 às 05:20:00 UTC-3","hm","./explore?q=hm&geo=US"
"colt emerson","200+","11 de julho de 2026 às 15:20:00 UTC-3","11 de julho de 2026 às 15:50:00 UTC-3","colt emerson","./explore?q=colt%20emerson&geo=US"
"rachel riley","200+","9 de julho de 2026 às 22:30:00 UTC-3","9 de julho de 2026 às 23:20:00 UTC-3","rachel riley","./explore?q=rachel%20riley&geo=US"
"lamar odom","500+","7 de julho de 2026 às 16:10:00 UTC-3","7 de julho de 2026 às 17:10:00 UTC-3","lamar odom","./explore?q=lamar%20odom&geo=US"
"max miller","500+","7 de julho de 2026 às 16:00:00 UTC-3","7 de julho de 2026 às 17:10:00 UTC-3","max miller","./explore?q=max%20miller&geo=US"
"red sox - white sox","500+","7 de julho de 2026 às 20:40:00 UTC-3","7 de julho de 2026 às 21:40:00 UTC-3","red sox - white sox","./explore?q=red%20sox%20-%20white%20sox&geo=US"
"shrinking","200+","8 de julho de 2026 às 21:10:00 UTC-3","9 de julho de 2026 às 00:20:00 UTC-3","shrinking","./explore?q=shrinking&geo=US"
"france jersey 2026","200+","9 de julho de 2026 às 18:50:00 UTC-3","9 de julho de 2026 às 19:40:00 UTC-3","france jersey 2026","./explore?q=france%20jersey%202026&geo=US"
"what to watch tonight","200+","10 de julho de 2026 às 03:50:00 UTC-3","10 de julho de 2026 às 07:30:00 UTC-3","what to watch tonight","./explore?q=what%20to%20watch%20tonight&geo=US"
"jaswant singh khalra","200+","7 de julho de 2026 às 02:50:00 UTC-3","7 de julho de 2026 às 05:20:00 UTC-3","jaswant singh khalra","./explore?q=jaswant%20singh%20khalra&geo=US"
"ryder helfrick","200+","11 de julho de 2026 às 16:30:00 UTC-3","11 de julho de 2026 às 17:00:00 UTC-3","ryder helfrick","./explore?q=ryder%20helfrick&geo=US"
"net","200+","11 de julho de 2026 às 03:00:00 UTC-3","11 de julho de 2026 às 03:40:00 UTC-3","net","./explore?q=net&geo=US"
"مصر والارجنتين","500+","7 de julho de 2026 às 14:00:00 UTC-3","7 de julho de 2026 às 16:00:00 UTC-3","مصر والارجنتين","./explore?q=%D9%85%D8%B5%D8%B1%20%D9%88%D8%A7%D9%84%D8%A7%D8%B1%D8%AC%D9%86%D8%AA%D9%8A%D9%86&geo=US"
"superior star chapter 11","100+","11 de julho de 2026 às 07:30:00 UTC-3","11 de julho de 2026 às 08:40:00 UTC-3","superior star chapter 11","./explore?q=superior%20star%20chapter%2011&geo=US"
"jessica chastain","200+","10 de julho de 2026 às 10:40:00 UTC-3","10 de julho de 2026 às 11:40:00 UTC-3","jessica chastain","./explore?q=jessica%20chastain&geo=US"
"atlanta weather","500+","9 de julho de 2026 às 17:20:00 UTC-3","9 de julho de 2026 às 17:50:00 UTC-3","atlanta weather","./explore?q=atlanta%20weather&geo=US"
"degrom","200+","8 de julho de 2026 às 08:20:00 UTC-3","8 de julho de 2026 às 09:50:00 UTC-3","degrom","./explore?q=degrom&geo=US"
"braxton ashcraft","1 mil+","7 de julho de 2026 às 20:40:00 UTC-3","7 de julho de 2026 às 21:40:00 UTC-3","braxton ashcraft,jesus luzardo","./explore?q=braxton%20ashcraft&geo=US"
"president trump commemorative passport","200+","8 de julho de 2026 às 19:40:00 UTC-3","8 de julho de 2026 às 20:50:00 UTC-3","president trump commemorative passport","./explore?q=president%20trump%20commemorative%20passport&geo=US"
"heggem","500+","11 de julho de 2026 às 20:00:00 UTC-3","11 de julho de 2026 às 20:20:00 UTC-3","heggem","./explore?q=heggem&geo=US"
